# Image list with two lines of data per image:
#   IMAGE_ID, QW, QX, QY, QZ, TX, TY, TZ, CAMERA_ID, NAME
#   POINTS2D[] as (X, Y, POINT3D_ID)
288 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 31.0585 288 00000000.png

289 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 31.0532 289 00000000.png

290 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 31.0476 290 00000000.png

291 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 31.0418 291 00000000.png

292 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 31.036 292 00000000.png

293 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 31.0298 293 00000000.png

294 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 31.0236 294 00000000.png

295 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 31.0172 295 00000000.png

296 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 31.0107 296 00000000.png

297 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 31.0041 297 00000000.png

298 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 30.9973 298 00000000.png

299 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 30.9905 299 00000000.png

300 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 30.9836 300 00000000.png

301 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 30.9767 301 00000000.png

302 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 30.9696 302 00000000.png

303 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 30.9625 303 00000000.png

304 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 30.9554 304 00000000.png

305 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 30.9482 305 00000000.png

306 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 30.941 306 00000000.png

307 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 30.9337 307 00000000.png

308 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 30.9264 308 00000000.png

309 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 30.9191 309 00000000.png

310 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 30.9117 310 00000000.png

311 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 30.9043 311 00000000.png

312 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 30.8968 312 00000000.png

313 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 30.8894 313 00000000.png

314 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 30.882 314 00000000.png

315 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 30.8746 315 00000000.png

316 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 30.8671 316 00000000.png

317 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 30.8597 317 00000000.png

318 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 30.8522 318 00000000.png

319 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 30.8447 319 00000000.png

320 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 30.8372 320 00000000.png

321 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 30.8297 321 00000000.png

322 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 30.8221 322 00000000.png

323 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 30.8146 323 00000000.png

324 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 30.807 324 00000000.png

325 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 30.7995 325 00000000.png

326 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 30.792 326 00000000.png

327 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 30.7845 327 00000000.png

328 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 30.7769 328 00000000.png

329 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 30.7694 329 00000000.png

330 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 30.7619 330 00000000.png

331 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 30.7544 331 00000000.png

332 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 30.7469 332 00000000.png

333 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 30.7395 333 00000000.png

334 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 30.732 334 00000000.png

335 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 30.7245 335 00000000.png

336 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 30.717 336 00000000.png

337 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 30.7095 337 00000000.png

338 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 30.7021 338 00000000.png

339 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 30.6938 339 00000000.png

340 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 30.6856 340 00000000.png

341 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 30.6774 341 00000000.png

342 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 30.6693 342 00000000.png

343 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 30.6613 343 00000000.png

344 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 30.6533 344 00000000.png

345 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 30.6454 345 00000000.png

346 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 30.6375 346 00000000.png

347 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 30.6296 347 00000000.png

348 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 30.6218 348 00000000.png

349 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 30.6139 349 00000000.png

350 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 30.6061 350 00000000.png

351 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 30.5982 351 00000000.png

352 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 30.5903 352 00000000.png

353 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 30.5826 353 00000000.png

354 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 30.5748 354 00000000.png

355 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 30.567 355 00000000.png

356 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 30.5592 356 00000000.png

357 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 30.5515 357 00000000.png

358 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 30.5437 358 00000000.png

359 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 30.5359 359 00000000.png

360 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 30.5282 360 00000000.png

361 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 30.5205 361 00000000.png

362 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 30.5127 362 00000000.png

363 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 30.505 363 00000000.png

364 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 30.4973 364 00000000.png

365 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 30.4896 365 00000000.png

366 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 30.482 366 00000000.png

367 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 30.4743 367 00000000.png

368 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 30.4666 368 00000000.png

369 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 30.459 369 00000000.png

370 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 30.4514 370 00000000.png

371 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 30.4437 371 00000000.png

372 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 30.436 372 00000000.png

373 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 30.4283 373 00000000.png

374 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 30.4207 374 00000000.png

375 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 30.4131 375 00000000.png

376 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 30.4054 376 00000000.png

377 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 30.3977 377 00000000.png

378 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 30.3901 378 00000000.png

379 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 30.3825 379 00000000.png

380 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 30.3748 380 00000000.png

381 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 30.3671 381 00000000.png

382 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 30.3595 382 00000000.png

383 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 30.3518 383 00000000.png

384 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 30.3441 384 00000000.png

385 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 30.3364 385 00000000.png

386 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 30.3287 386 00000000.png

387 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 30.3211 387 00000000.png

388 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 30.3135 388 00000000.png

389 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 30.3058 389 00000000.png

390 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 30.2981 390 00000000.png

391 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 30.2906 391 00000000.png

392 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 30.2829 392 00000000.png

393 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 30.2753 393 00000000.png

394 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 30.2677 394 00000000.png

395 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 30.2601 395 00000000.png

396 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 30.2525 396 00000000.png

397 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 30.2449 397 00000000.png

398 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 30.2373 398 00000000.png

399 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 30.2297 399 00000000.png

400 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 30.2222 400 00000000.png

401 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 30.2146 401 00000000.png

402 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 30.207 402 00000000.png

403 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 30.1994 403 00000000.png

404 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 30.1926 404 00000000.png

405 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 30.1865 405 00000000.png

406 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 30.181 406 00000000.png

407 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 30.176 407 00000000.png

408 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 30.1715 408 00000000.png

409 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 30.1675 409 00000000.png

410 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 30.1639 410 00000000.png

411 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 30.1606 411 00000000.png

412 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 30.1577 412 00000000.png

413 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 30.1543 413 00000000.png

414 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 30.1504 414 00000000.png

415 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 30.1461 415 00000000.png

416 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 30.1415 416 00000000.png

417 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 30.1367 417 00000000.png

418 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 30.1315 418 00000000.png

419 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 30.126 419 00000000.png

420 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 30.1204 420 00000000.png

421 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 30.1146 421 00000000.png

422 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 30.1086 422 00000000.png

423 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 30.1024 423 00000000.png

424 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 30.096 424 00000000.png

425 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 30.0895 425 00000000.png

426 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 30.0836 426 00000000.png

427 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85547 30.0784 427 00000000.png

428 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85547 30.0737 428 00000000.png

429 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 30.0694 429 00000000.png

430 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85547 30.0656 430 00000000.png

431 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85547 30.0622 431 00000000.png

432 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85547 30.0591 432 00000000.png

433 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85547 30.0563 433 00000000.png

434 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85547 30.0538 434 00000000.png

435 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85547 30.0515 435 00000000.png

436 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85547 30.0495 436 00000000.png

437 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85547 30.0477 437 00000000.png

438 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85547 30.046 438 00000000.png

439 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85547 30.0445 439 00000000.png

440 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85547 30.0432 440 00000000.png

441 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85547 30.042 441 00000000.png

442 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85547 30.0409 442 00000000.png

443 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85547 30.04 443 00000000.png

444 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85547 30.0391 444 00000000.png

445 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85547 30.0383 445 00000000.png

446 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85547 30.0376 446 00000000.png

447 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85547 30.037 447 00000000.png

448 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85547 30.0364 448 00000000.png

449 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85547 30.0359 449 00000000.png

450 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85547 30.0354 450 00000000.png

451 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85547 30.035 451 00000000.png

452 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85547 30.0346 452 00000000.png

453 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85547 30.0343 453 00000000.png

454 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85547 30.034 454 00000000.png

455 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85547 30.0337 455 00000000.png

456 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85547 30.0335 456 00000000.png

457 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85547 30.0332 457 00000000.png

458 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85547 30.033 458 00000000.png

459 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85547 30.0329 459 00000000.png

460 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85547 30.0327 460 00000000.png

461 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85547 30.0325 461 00000000.png

462 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85547 30.0324 462 00000000.png

463 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85547 30.0323 463 00000000.png

464 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85547 30.0322 464 00000000.png

465 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85547 30.0321 465 00000000.png

466 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85547 30.032 466 00000000.png

467 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85547 30.0319 467 00000000.png

468 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85547 30.0319 468 00000000.png

469 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85547 30.0318 469 00000000.png

470 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85547 30.0317 470 00000000.png

471 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85547 30.0317 471 00000000.png

472 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85547 30.0316 472 00000000.png

473 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85547 30.0316 473 00000000.png

474 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85547 30.0316 474 00000000.png

475 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85547 30.0315 475 00000000.png

476 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85547 30.0315 476 00000000.png

477 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85547 30.0315 477 00000000.png

478 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85547 30.0314 478 00000000.png

479 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85547 30.0314 479 00000000.png

480 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85547 30.0314 480 00000000.png

481 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85547 30.0314 481 00000000.png

482 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85547 30.0314 482 00000000.png

483 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85547 30.0314 483 00000000.png

484 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85547 30.0313 484 00000000.png

485 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85547 30.0313 485 00000000.png

486 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85547 30.0313 486 00000000.png

487 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85547 30.0313 487 00000000.png

488 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85547 30.0313 488 00000000.png

489 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85547 30.0313 489 00000000.png

490 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85547 30.0313 490 00000000.png

491 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85547 30.0313 491 00000000.png

492 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85547 30.0313 492 00000000.png

493 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85547 30.0313 493 00000000.png

494 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85547 30.0313 494 00000000.png

495 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85547 30.0313 495 00000000.png

496 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85547 30.0313 496 00000000.png

497 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85547 30.0313 497 00000000.png

498 0.0914109 0.154601 -0.840234 0.511614 56.9951 -7.84311 30.0345 498 00000000.png

499 0.0914684 0.154567 -0.840044 0.511926 56.9951 -7.82074 30.0403 499 00000000.png

500 0.0915491 0.154519 -0.839776 0.512365 56.9951 -7.78936 30.0485 500 00000000.png

501 0.0916534 0.154457 -0.83943 0.512932 56.9951 -7.74881 30.0589 501 00000000.png

502 0.0917784 0.154383 -0.839015 0.513611 56.9951 -7.70011 30.0715 502 00000000.png

503 0.0919198 0.154299 -0.838544 0.514379 56.9951 -7.64503 30.0855 503 00000000.png

504 0.0920754 0.154206 -0.838025 0.515225 56.9951 -7.58429 30.1009 504 00000000.png

505 0.0922471 0.154103 -0.83745 0.516158 56.9951 -7.51722 30.1177 505 00000000.png

506 0.0924329 0.153992 -0.836827 0.517168 56.9951 -7.44456 30.1357 506 00000000.png

507 0.0926295 0.153874 -0.836166 0.518236 56.9951 -7.36757 30.1546 507 00000000.png

508 0.0928359 0.153749 -0.83547 0.519357 56.9951 -7.28662 30.1743 508 00000000.png

509 0.0930555 0.153617 -0.834727 0.520551 56.9951 -7.20034 30.195 509 00000000.png

510 0.0932873 0.153476 -0.83394 0.52181 56.9951 -7.10917 30.2166 510 00000000.png

511 0.0935282 0.153329 -0.83312 0.523119 56.9951 -7.01421 30.2388 511 00000000.png

512 0.0937779 0.153177 -0.832266 0.524476 56.9951 -6.91564 30.2615 512 00000000.png

513 0.0940309 0.153022 -0.831398 0.525851 56.9951 -6.81559 30.2842 513 00000000.png

514 0.0942894 0.152862 -0.830509 0.527255 56.9951 -6.71319 30.307 514 00000000.png

515 0.0945538 0.152699 -0.829595 0.528691 56.995 -6.60825 30.3301 515 00000000.png

516 0.0948235 0.152532 -0.828659 0.530157 56.9951 -6.50103 30.3533 516 00000000.png

517 0.0950958 0.152362 -0.827711 0.531636 56.9951 -6.39252 30.3763 517 00000000.png

518 0.0953758 0.152187 -0.826732 0.533157 56.9951 -6.28079 30.3996 518 00000000.png

519 0.0956617 0.152007 -0.825728 0.53471 56.9951 -6.16646 30.423 519 00000000.png

520 0.0959537 0.151823 -0.824699 0.536296 56.9951 -6.04945 30.4465 520 00000000.png

521 0.0962488 0.151636 -0.823654 0.5379 56.9951 -5.93096 30.4698 521 00000000.png

522 0.0965463 0.151447 -0.822597 0.539515 56.9951 -5.8113 30.4928 522 00000000.png

523 0.0968426 0.151258 -0.821539 0.541125 56.9951 -5.69184 30.5154 523 00000000.png

524 0.0971424 0.151065 -0.820464 0.542753 56.9951 -5.57078 30.5377 524 00000000.png

525 0.0974452 0.15087 -0.819374 0.544397 56.9951 -5.44825 30.5598 525 00000000.png

526 0.0977529 0.150671 -0.818261 0.546069 56.9951 -5.32343 30.5818 526 00000000.png

527 0.0980649 0.150468 -0.817128 0.547763 56.995 -5.19666 30.6036 527 00000000.png

528 0.0983792 0.150263 -0.815981 0.54947 56.9951 -5.06866 30.625 528 00000000.png

529 0.0986924 0.150057 -0.814833 0.551171 56.9951 -4.94087 30.6459 529 00000000.png

530 0.0990037 0.149852 -0.813687 0.552861 56.9951 -4.81358 30.6662 530 00000000.png

531 0.0993154 0.149646 -0.812535 0.554553 56.9951 -4.68589 30.6859 531 00000000.png

532 0.0996278 0.149438 -0.811374 0.55625 56.9951 -4.55762 30.7052 532 00000000.png

533 0.0999446 0.149226 -0.810193 0.55797 56.9951 -4.42731 30.7243 533 00000000.png

534 0.100263 0.149013 -0.808999 0.559698 56.9951 -4.29608 30.7429 534 00000000.png

535 0.100581 0.148798 -0.807804 0.561423 56.9951 -4.16487 30.761 535 00000000.png

536 0.100898 0.148583 -0.806605 0.563144 56.9951 -4.03363 30.7785 536 00000000.png

537 0.101214 0.148368 -0.805401 0.564864 56.995 -3.90227 30.7954 537 00000000.png

538 0.101531 0.148151 -0.804193 0.566583 56.995 -3.77064 30.8118 538 00000000.png

539 0.101848 0.147934 -0.802979 0.568301 56.995 -3.63885 30.8276 539 00000000.png

540 0.102165 0.147715 -0.801757 0.570025 56.995 -3.50636 30.843 540 00000000.png

541 0.102482 0.147495 -0.800533 0.571743 56.995 -3.37409 30.8577 541 00000000.png

542 0.102801 0.147273 -0.799294 0.573473 56.995 -3.24054 30.872 542 00000000.png

543 0.103121 0.147049 -0.798046 0.575209 56.995 -3.10628 30.8858 543 00000000.png

544 0.10344 0.146825 -0.796791 0.576946 56.995 -2.97176 30.8991 544 00000000.png

545 0.10376 0.146599 -0.795532 0.578681 56.995 -2.83706 30.9117 545 00000000.png

546 0.10408 0.146372 -0.794267 0.580416 56.9951 -2.70205 30.9238 546 00000000.png

547 0.104397 0.146146 -0.793006 0.582137 56.9951 -2.5679 30.9353 547 00000000.png

548 0.104713 0.14592 -0.791746 0.58385 56.9951 -2.43413 30.9461 548 00000000.png

549 0.105032 0.145691 -0.790468 0.585579 56.9951 -2.29882 30.9564 549 00000000.png

550 0.105352 0.145459 -0.789177 0.587318 56.9951 -2.16253 30.9662 550 00000000.png

551 0.105674 0.145225 -0.787874 0.589065 56.9951 -2.02531 30.9755 551 00000000.png

552 0.105994 0.144992 -0.786573 0.5908 56.9951 -1.88872 30.9841 552 00000000.png

553 0.106313 0.144758 -0.785268 0.592534 56.9951 -1.752 30.9922 553 00000000.png

554 0.106629 0.144526 -0.783973 0.594246 56.9951 -1.61675 30.9995 554 00000000.png

555 0.106945 0.144292 -0.782672 0.595959 56.9951 -1.48115 31.0063 555 00000000.png

556 0.107262 0.144057 -0.78136 0.597678 56.9951 -1.34479 31.0125 556 00000000.png

557 0.107579 0.14382 -0.780039 0.599401 56.9951 -1.20792 31.0181 557 00000000.png

558 0.107897 0.143581 -0.778712 0.601124 56.9951 -1.07074 31.0232 558 00000000.png

559 0.108183 0.143366 -0.777514 0.602673 56.9951 -0.947253 31.0272 559 00000000.png

560 0.108439 0.143172 -0.776433 0.604064 56.9951 -0.836099 31.0304 560 00000000.png

561 0.10867 0.142997 -0.775458 0.605315 56.9951 -0.736052 31.0329 561 00000000.png

562 0.108877 0.14284 -0.774579 0.606439 56.9951 -0.646002 31.0349 562 00000000.png

563 0.109064 0.142697 -0.773787 0.60745 56.9951 -0.564951 31.0365 563 00000000.png

564 0.109231 0.142569 -0.773073 0.608359 56.9951 -0.49201 31.0377 564 00000000.png

565 0.109382 0.142453 -0.772429 0.609177 56.9951 -0.426353 31.0387 565 00000000.png

566 0.109518 0.142349 -0.771849 0.609911 56.9951 -0.367267 31.0395 566 00000000.png

567 0.10964 0.142255 -0.771326 0.610572 56.9951 -0.314085 31.0401 567 00000000.png

568 0.109749 0.142171 -0.770855 0.611167 56.9951 -0.266215 31.0405 568 00000000.png

569 0.109848 0.142095 -0.770431 0.611702 56.9951 -0.223136 31.0408 569 00000000.png

570 0.109937 0.142026 -0.770048 0.612183 56.9951 -0.18436 31.0411 570 00000000.png

571 0.110016 0.141964 -0.769704 0.612616 56.9951 -0.149471 31.0413 571 00000000.png

572 0.110088 0.141908 -0.769394 0.613005 56.9951 -0.118068 31.0414 572 00000000.png

573 0.110153 0.141858 -0.769115 0.613355 56.995 -0.0897948 31.0415 573 00000000.png

574 0.110211 0.141813 -0.768864 0.61367 56.995 -0.0643547 31.0416 574 00000000.png

575 0.110263 0.141773 -0.768637 0.613954 56.995 -0.0414605 31.0416 575 00000000.png

576 0.11031 0.141736 -0.768434 0.614209 56.995 -0.0208528 31.0416 576 00000000.png

577 0.110353 0.141703 -0.76825 0.614438 56.995 -0.00230908 31.0416 577 00000000.png

