# Image list with two lines of data per image:
#   IMAGE_ID, QW, QX, QY, QZ, TX, TY, TZ, CAMERA_ID, NAME
#   POINTS2D[] as (X, Y, POINT3D_ID)
114 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 31.0901 114 00000000.png

115 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 31.0901 115 00000000.png

116 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 31.0901 116 00000000.png

117 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 31.0901 117 00000000.png

118 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 31.0901 118 00000000.png

119 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 31.0901 119 00000000.png

120 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 31.0901 120 00000000.png

121 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 31.0901 121 00000000.png

122 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 31.0901 122 00000000.png

123 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 31.0901 123 00000000.png

124 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 31.0901 124 00000000.png

125 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 31.0901 125 00000000.png

126 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 31.0901 126 00000000.png

127 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 31.0901 127 00000000.png

128 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 31.0901 128 00000000.png

129 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 31.0901 129 00000000.png

130 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 31.0901 130 00000000.png

131 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 31.0901 131 00000000.png

132 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 31.0901 132 00000000.png

133 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 31.0901 133 00000000.png

134 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 31.0901 134 00000000.png

135 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 31.0901 135 00000000.png

136 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 31.0901 136 00000000.png

137 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 31.0901 137 00000000.png

138 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 31.0901 138 00000000.png

139 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 31.0901 139 00000000.png

140 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 31.0901 140 00000000.png

141 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 31.0901 141 00000000.png

142 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 31.0901 142 00000000.png

143 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 31.0901 143 00000000.png

144 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 31.0901 144 00000000.png

145 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 31.0901 145 00000000.png

146 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 31.0901 146 00000000.png

147 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 31.0901 147 00000000.png

148 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 31.0901 148 00000000.png

149 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 31.0901 149 00000000.png

150 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 31.0901 150 00000000.png

151 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 31.0901 151 00000000.png

152 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 31.0901 152 00000000.png

153 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 31.0901 153 00000000.png

154 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 31.0901 154 00000000.png

155 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 31.0901 155 00000000.png

156 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 31.0901 156 00000000.png

157 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 31.0901 157 00000000.png

158 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 31.0901 158 00000000.png

159 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 31.0901 159 00000000.png

160 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 31.0901 160 00000000.png

161 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 31.0901 161 00000000.png

162 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 31.0901 162 00000000.png

163 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 31.0901 163 00000000.png

164 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 31.0901 164 00000000.png

165 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 31.0901 165 00000000.png

166 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 31.0901 166 00000000.png

167 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 31.0901 167 00000000.png

168 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 31.0901 168 00000000.png

169 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 31.0901 169 00000000.png

170 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 31.0901 170 00000000.png

171 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 31.0901 171 00000000.png

172 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 31.0901 172 00000000.png

173 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 31.0901 173 00000000.png

174 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 31.0901 174 00000000.png

175 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 31.0901 175 00000000.png

176 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 31.0901 176 00000000.png

177 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 31.0901 177 00000000.png

178 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 31.0901 178 00000000.png

179 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 31.0901 179 00000000.png

180 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 31.0901 180 00000000.png

181 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 31.0901 181 00000000.png

182 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 31.0901 182 00000000.png

183 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 31.0901 183 00000000.png

184 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 31.0901 184 00000000.png

185 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 31.0901 185 00000000.png

186 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 31.0901 186 00000000.png

187 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 31.0901 187 00000000.png

188 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 31.0901 188 00000000.png

189 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 31.0901 189 00000000.png

190 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 31.0901 190 00000000.png

191 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 31.0901 191 00000000.png

192 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 31.0901 192 00000000.png

193 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 31.0901 193 00000000.png

194 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 31.0901 194 00000000.png

195 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 31.0901 195 00000000.png

196 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 31.0901 196 00000000.png

197 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 31.0901 197 00000000.png

198 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 31.0901 198 00000000.png

199 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 31.0901 199 00000000.png

200 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 31.0901 200 00000000.png

201 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 31.0901 201 00000000.png

202 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 31.0901 202 00000000.png

203 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 31.0901 203 00000000.png

204 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 31.0901 204 00000000.png

205 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 31.0901 205 00000000.png

206 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 31.0901 206 00000000.png

207 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 31.0901 207 00000000.png

208 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 31.0901 208 00000000.png

209 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 31.0901 209 00000000.png

210 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 31.0901 210 00000000.png

211 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 31.0901 211 00000000.png

212 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 31.0901 212 00000000.png

213 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 31.0901 213 00000000.png

214 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 31.0901 214 00000000.png

215 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 31.0901 215 00000000.png

216 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 31.0901 216 00000000.png

217 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 31.0901 217 00000000.png

218 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 31.0901 218 00000000.png

219 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 31.0901 219 00000000.png

220 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 31.0901 220 00000000.png

221 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 31.0901 221 00000000.png

222 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 31.0901 222 00000000.png

223 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 31.0901 223 00000000.png

224 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 31.0901 224 00000000.png

225 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 31.0901 225 00000000.png

226 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 31.0901 226 00000000.png

227 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 31.0901 227 00000000.png

228 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 31.0901 228 00000000.png

229 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 31.0901 229 00000000.png

230 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 31.0901 230 00000000.png

231 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 31.0901 231 00000000.png

232 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 31.0901 232 00000000.png

233 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 31.0901 233 00000000.png

234 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 31.0901 234 00000000.png

235 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 31.0901 235 00000000.png

236 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 31.0901 236 00000000.png

237 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 31.0901 237 00000000.png

238 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 31.0901 238 00000000.png

239 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 31.0901 239 00000000.png

240 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 31.0901 240 00000000.png

241 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 31.0901 241 00000000.png

242 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 31.0901 242 00000000.png

243 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 31.0901 243 00000000.png

244 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 31.0901 244 00000000.png

245 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 31.0901 245 00000000.png

246 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 31.0901 246 00000000.png

247 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 31.0901 247 00000000.png

248 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 31.0901 248 00000000.png

249 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 31.0901 249 00000000.png

250 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 31.0901 250 00000000.png

251 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 31.0901 251 00000000.png

252 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 31.0901 252 00000000.png

253 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 31.0901 253 00000000.png

254 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 31.0901 254 00000000.png

255 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 31.0901 255 00000000.png

256 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 31.0901 256 00000000.png

257 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 31.0901 257 00000000.png

258 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 31.0901 258 00000000.png

259 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 31.0901 259 00000000.png

260 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 31.0901 260 00000000.png

261 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 31.0901 261 00000000.png

262 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 31.0901 262 00000000.png

263 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 31.0901 263 00000000.png

264 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 31.0901 264 00000000.png

265 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 31.0901 265 00000000.png

266 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 31.0901 266 00000000.png

267 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 31.0901 267 00000000.png

268 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 31.0901 268 00000000.png

269 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 31.0901 269 00000000.png

270 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 31.0901 270 00000000.png

271 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 31.0901 271 00000000.png

272 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 31.0901 272 00000000.png

273 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 31.0901 273 00000000.png

274 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 31.0901 274 00000000.png

275 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 31.0901 275 00000000.png

276 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 31.0901 276 00000000.png

277 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 31.0901 277 00000000.png

278 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 31.0901 278 00000000.png

279 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 31.0894 279 00000000.png

280 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 31.0879 280 00000000.png

281 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 31.0859 281 00000000.png

282 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 31.0832 282 00000000.png

283 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 31.0801 283 00000000.png

284 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 31.0765 284 00000000.png

285 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 31.0725 285 00000000.png

286 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 31.0681 286 00000000.png

287 0.091379 0.15462 -0.84034 0.511441 56.9951 -7.85548 31.0634 287 00000000.png

